order_id,user_id,order_date,revenue
151,333,2024-03-09,58.72
152,336,2024-02-18,12.15
153,337,2024-01-24,129.82
154,339,2024-01-10,63.98
155,341,2024-02-12,96.49
156,342,2024-03-12,71.1
157,343,2024-02-12,154.44
158,343,2024-02-18,72.16
159,347,2024-02-26,26.33
160,350,2024-03-13,142.51
161,353,2024-01-20,191.21
162,354,2024-02-12,154.19
163,356,2024-01-30,44.32
164,358,2024-02-06,94.75
165,359,2024-01-11,45.43
166,360,2024-01-26,118.82
167,367,2024-02-10,106.97
168,367,2024-02-27,73.01
169,371,2024-02-21,129.91
170,372,2024-02-29,83.24
171,373,2024-02-27,191.13
172,373,2024-03-07,113.7
173,376,2024-01-09,142.21
174,379,2024-03-08,48.2
175,380,2024-02-27,84.62
176,381,2024-02-18,71.26
177,387,2024-03-17,161.04
178,389,2024-02-08,56.23
179,390,2024-02-18,135.74
180,391,2024-02-01,181.86
181,393,2024-02-09,80.73
182,394,2024-02-14,114.17
183,397,2024-02-16,85.49
184,400,2024-03-02,65.77
185,401,2024-03-10,37.29
186,401,2024-02-27,153.12
187,403,2024-03-01,40.74
188,404,2024-01-15,122.71
189,406,2024-03-23,289.71
190,409,2024-03-15,119.95
191,410,2024-02-08,138.23
192,412,2024-02-18,111.78
193,413,2024-02-12,83.59
194,414,2024-03-15,37.34
195,415,2024-02-28,126.09
196,420,2024-02-17,118.98
197,421,2024-02-10,98.92
198,422,2024-03-07,145.68
199,423,2024-02-19,52.64
200,425,2024-03-05,173.83
201,426,2024-03-17,107.59
202,429,2024-03-18,135.05
203,434,2024-02-16,30.59
204,434,2024-02-23,120.83
205,437,2024-03-10,13.79
206,439,2024-03-09,42.16
207,443,2024-01-13,154.96
208,453,2024-02-25,84.83
209,456,2024-02-16,33.6
210,458,2024-03-05,111.58
211,458,2024-03-14,206.5
212,461,2024-02-25,27.82
213,462,2024-02-19,207.99
214,467,2024-02-18,326.17
215,470,2024-02-25,67.05
216,470,2024-02-25,120.91
217,474,2024-03-06,116.14
218,477,2024-03-20,65.84
219,478,2024-03-04,28.66
220,480,2024-02-25,82.79
221,483,2024-02-19,90.84
222,484,2024-01-22,74.56
223,485,2024-03-02,58.27
224,486,2024-02-22,36.34
225,487,2024-01-24,109.52
226,489,2024-03-04,153.64
227,491,2024-03-07,18.23
228,494,2024-03-07,41.53
229,496,2024-01-29,125.07
230,498,2024-02-21,91.91
231,499,2024-02-26,121.69
232,500,2024-03-16,28.77
233,500,2024-02-16,36.38
234,501,2024-03-09,112.18
235,501,2024-02-18,25.07
236,504,2024-02-26,83.89
237,505,2024-02-09,116.18
238,506,2024-03-21,34.29
239,508,2024-02-22,73.97
240,508,2024-03-09,129.71
241,510,2024-02-12,197.53
242,512,2024-02-18,41.68
243,512,2024-02-24,38.76
244,514,2024-01-28,83.62
245,515,2024-02-01,44.48
246,516,2024-01-28,7.59
247,517,2024-02-07,86.88
248,517,2024-02-05,92.25
249,518,2024-02-02,431.02
250,522,2024-03-18,62.61
251,523,2024-02-15,10.95
252,525,2024-02-09,101.68
253,528,2024-02-27,71.8
254,528,2024-02-17,67.7
255,529,2024-02-24,26.31
256,533,2024-02-02,134.01
257,538,2024-03-11,28.7
258,539,2024-03-03,144.99
259,547,2024-02-14,289.19
260,547,2024-03-08,55.04
261,549,2024-01-21,208.63
262,550,2024-03-22,48.03
263,552,2024-03-08,130.4
264,553,2024-02-11,99.96
265,553,2024-01-22,42.21
266,555,2024-02-27,62.62
267,559,2024-02-11,27.35
268,560,2024-01-17,25.09
269,560,2024-01-16,54.73
270,562,2024-02-26,196.01
271,564,2024-03-03,61.82
272,567,2024-01-20,76.75
273,568,2024-01-28,135.78
274,570,2024-01-21,2.73
275,578,2024-01-16,69.78
276,581,2024-03-29,291.35
277,583,2024-02-02,28.69
278,586,2024-03-04,46.91
279,595,2024-01-23,38.93
280,599,2024-02-12,111.05
281,599,2024-02-12,43.98
282,609,2024-02-09,111.51
283,609,2024-02-16,121.03
284,609,2024-02-25,60.83
285,612,2024-02-03,54.85
286,612,2024-02-05,97.9
287,613,2024-02-06,63.81
288,614,2024-03-27,203.83
289,625,2024-03-08,70.63
290,626,2024-01-30,117.23
291,628,2024-01-19,17.86
292,630,2024-03-14,82.04
293,631,2024-02-10,77.28
294,634,2024-01-19,134.97
295,636,2024-02-26,259.66
296,636,2024-02-10,5.72
297,639,2024-03-16,171.24
298,639,2024-03-15,158.66
299,639,2024-02-26,108.81
300,641,2024-03-27,52.44
301,641,2024-03-28,12.06
302,643,2024-02-26,33.11
303,649,2024-02-07,18.46
304,652,2024-02-28,224.48
305,653,2024-03-06,74.31
306,657,2024-03-03,106.24
307,664,2024-03-03,62.91
308,665,2024-03-13,45.08
309,666,2024-02-25,52.79
310,668,2024-02-07,26.28
311,668,2024-02-18,56.54
312,669,2024-01-29,158.97
313,669,2024-01-25,156.26
314,673,2024-02-16,72.49
315,676,2024-02-15,73.13
316,679,2024-02-10,22.14
317,680,2024-02-23,149.38
318,680,2024-02-23,114.72
319,683,2024-01-31,63.19
320,685,2024-01-26,96.12
321,693,2024-02-26,97.99
322,702,2024-03-03,171.0
323,703,2024-01-30,111.37
324,703,2024-01-08,79.69
325,704,2024-02-27,121.18
326,704,2024-02-25,107.64
327,704,2024-02-09,62.12
328,705,2024-02-04,53.61
329,713,2024-02-13,124.56
330,713,2024-02-04,73.15
331,723,2024-01-28,64.3
332,730,2024-02-06,71.88
333,730,2024-01-26,41.96
334,731,2024-02-28,121.45
335,732,2024-02-07,47.95
336,736,2024-02-06,92.72
337,736,2024-01-23,30.87
338,742,2024-02-14,69.39
339,742,2024-02-05,174.79
340,744,2024-02-27,69.15
341,744,2024-02-20,48.28
342,746,2024-01-19,203.46
343,746,2024-01-30,96.77
344,746,2024-01-17,29.0
345,747,2024-02-01,114.03
346,748,2024-02-21,71.17
347,749,2024-03-05,127.37
348,754,2024-02-11,84.45
349,758,2024-03-18,113.07
350,760,2024-03-17,269.5
351,760,2024-03-03,31.1
352,766,2024-01-19,48.7
353,767,2024-01-14,90.74
354,767,2024-01-20,24.59
355,770,2024-03-05,142.72
356,773,2024-02-06,58.58
357,775,2024-01-06,106.66
358,776,2024-02-19,28.76
359,776,2024-02-05,39.47
360,778,2024-02-25,111.46
361,783,2024-02-17,17.43
362,783,2024-02-22,95.11
363,784,2024-02-20,224.65
364,787,2024-03-01,6.6
365,790,2024-02-26,44.41
366,793,2024-02-26,26.85
367,794,2024-01-30,59.15
368,794,2024-02-16,94.53
369,796,2024-03-07,36.21
370,800,2024-03-13,32.91
371,802,2024-01-24,68.76
372,807,2024-01-13,39.05
373,808,2024-02-26,72.35
374,808,2024-03-08,28.13
375,815,2024-01-15,195.29
376,819,2024-03-15,51.63
377,819,2024-02-24,26.78
378,825,2024-01-22,58.0
379,825,2024-01-26,16.41
380,826,2024-02-13,95.54
381,826,2024-02-08,64.29
382,829,2024-01-27,18.95
383,829,2024-01-22,52.73
384,830,2024-01-23,36.66
385,831,2024-01-17,51.72
386,834,2024-02-19,37.48
387,837,2024-03-03,53.73
388,838,2024-01-29,168.83
389,838,2024-01-19,66.12
390,842,2024-02-07,88.71
391,850,2024-02-21,219.51
392,854,2024-03-14,89.84
393,859,2024-02-21,91.89
394,859,2024-02-08,204.82
395,860,2024-02-22,33.24
396,862,2024-01-30,14.51
397,862,2024-01-22,85.03
398,865,2024-02-13,46.68
399,869,2024-01-16,45.14
400,871,2024-02-27,79.74
401,873,2024-01-10,113.58
402,876,2024-03-08,165.62
403,876,2024-03-02,82.2
404,879,2024-01-29,34.98
405,880,2024-02-12,27.49
406,882,2024-03-03,164.16
407,884,2024-02-20,37.88
408,894,2024-03-09,43.65
409,894,2024-03-19,63.78
410,897,2024-02-24,61.84
411,897,2024-02-05,57.12
412,898,2024-03-09,47.88
413,899,2024-02-04,119.2
414,901,2024-01-25,70.38
415,901,2024-02-03,250.29
416,904,2024-02-22,56.9
417,904,2024-02-26,248.16
418,905,2024-02-17,9.78
419,913,2024-02-02,148.49
420,915,2024-03-01,108.46
421,915,2024-02-29,7.32
422,915,2024-03-18,236.64
423,916,2024-01-25,69.01
424,918,2024-01-28,85.69
425,925,2024-02-25,32.3
426,927,2024-02-25,26.07
427,927,2024-02-13,33.1
428,927,2024-02-20,26.87
429,927,2024-02-13,37.86
430,931,2024-03-13,134.11
431,931,2024-03-14,146.78
432,932,2024-02-13,56.25
433,933,2024-03-01,30.0
434,935,2024-02-04,205.32
435,938,2024-03-07,154.05
436,938,2024-02-18,335.15
437,941,2024-02-01,37.52
438,942,2024-02-23,98.88
439,943,2024-02-02,47.12
440,943,2024-01-25,7.16
441,943,2024-01-27,111.14
442,944,2024-02-03,390.18
443,944,2024-02-07,102.99
444,948,2024-02-21,94.6
445,951,2024-03-03,110.89
446,951,2024-03-23,43.22
447,953,2024-01-10,52.87
448,955,2024-02-29,129.99
449,958,2024-02-21,25.54
450,961,2024-02-28,57.13
451,963,2024-02-15,140.13
452,965,2024-01-29,21.69
453,968,2024-02-01,68.47
454,968,2024-01-18,25.02
455,969,2024-02-20,53.4
456,971,2024-01-15,70.11
457,973,2024-02-23,111.38
458,973,2024-02-13,138.87
459,982,2024-03-15,75.03
460,982,2024-03-13,32.77
461,984,2024-02-23,98.71
462,985,2024-01-11,22.14
463,986,2024-01-16,173.64
464,989,2024-02-27,32.24
465,990,2024-03-15,72.11
466,996,2024-02-14,30.85
467,998,2024-03-02,105.0
468,998,2024-03-25,126.33
469,1006,2024-03-11,90.85
470,1010,2024-02-28,53.28
471,1012,2024-03-17,164.96
472,1013,2024-03-10,73.0
473,1013,2024-02-21,136.75
474,1014,2024-03-12,16.1
475,1018,2024-02-13,66.68
476,1022,2024-02-08,63.71
477,1027,2024-03-15,94.38
478,1038,2024-01-03,115.05
479,1038,2024-01-30,204.56
480,1044,2024-03-11,58.64
481,1045,2024-01-29,41.22
482,1046,2024-03-09,101.52
483,1047,2024-01-24,47.12
484,1048,2024-02-23,85.64
485,1049,2024-03-09,20.07
486,1053,2024-03-18,71.58
487,1054,2024-02-12,12.57
488,1056,2024-02-26,52.66
489,1056,2024-02-06,78.38
490,1057,2024-02-02,76.39
491,1060,2024-02-07,128.63
492,1066,2024-02-01,53.52
493,1068,2024-03-03,41.14
494,1068,2024-02-23,57.89
495,1068,2024-03-22,82.71
496,1069,2024-01-06,34.34
497,1074,2024-01-17,195.39
498,1076,2024-01-30,164.4
499,1077,2024-01-14,192.08
500,1078,2024-03-03,76.44
501,1080,2024-02-14,152.77
502,1081,2024-02-13,81.47
503,1082,2024-02-03,162.56
504,1083,2024-03-17,63.9
505,1087,2024-03-10,74.27
506,1090,2024-03-04,63.05
507,1091,2024-03-11,115.8
508,1095,2024-02-15,87.92
509,1097,2024-01-18,242.2
510,1100,2024-01-18,104.53
511,1100,2024-01-28,122.93
512,1102,2024-02-02,46.43
513,1104,2024-01-25,54.65
514,1106,2024-02-09,92.04
515,1108,2024-02-08,61.78
516,1109,2024-03-03,144.08
517,1113,2024-02-25,24.0
518,1115,2024-01-27,205.03
519,1117,2024-02-25,125.56
520,1123,2024-03-07,24.0
521,1124,2024-03-01,151.41
522,1131,2024-02-02,139.14
523,1134,2024-03-15,188.02
524,1136,2024-03-13,94.76
525,1137,2024-01-19,51.12
526,1138,2024-01-24,21.01
527,1139,2024-03-10,115.59
528,1146,2024-02-28,21.37
529,1151,2024-02-15,25.19
530,1152,2024-02-04,133.07
531,1163,2024-03-05,39.86
532,1165,2024-02-02,34.33
533,1171,2024-02-02,65.67
534,1180,2024-01-29,95.12
535,1180,2024-02-11,34.53
536,1183,2024-02-03,176.47
537,1183,2024-02-11,79.16
538,1183,2024-02-19,141.97
539,1184,2024-03-12,14.16
540,1190,2024-03-04,66.59
541,1192,2024-02-03,98.58
542,1195,2024-02-02,84.72
543,1199,2024-03-18,69.71
544,1201,2024-02-07,101.77
545,1202,2024-03-02,39.27
546,1205,2024-02-21,153.64
547,1210,2024-01-02,78.21
548,1211,2024-02-22,165.14
549,1215,2024-02-24,76.78
550,1216,2024-02-07,180.82
551,1218,2024-02-25,169.35
552,1223,2024-02-23,168.63
553,1226,2024-01-16,48.73
554,1228,2024-02-16,45.79
555,1228,2024-02-14,70.42
556,1232,2024-03-18,92.61
557,1237,2024-03-16,35.16
558,1246,2024-02-29,106.03
559,1248,2024-02-09,44.09
560,1252,2024-02-20,62.37
561,1253,2024-03-15,78.89
562,1256,2024-02-25,124.49
563,1257,2024-02-19,39.4
564,1258,2024-03-07,186.8
565,1258,2024-03-15,160.48
566,1259,2024-02-29,64.71
567,1259,2024-03-13,46.96
568,1262,2024-02-03,48.16
569,1264,2024-03-24,130.58
570,1265,2024-01-22,38.93
571,1269,2024-02-03,25.34
572,1270,2024-03-03,48.62
573,1274,2024-03-06,69.71
574,1274,2024-03-04,174.99
575,1277,2024-01-22,55.89
576,1279,2024-02-13,75.71
577,1279,2024-02-08,134.76
578,1280,2024-03-23,125.84
579,1280,2024-03-24,91.59
580,1281,2024-02-01,38.83
581,1284,2024-02-02,135.67
582,1286,2024-02-08,72.41
583,1290,2024-01-29,30.69
584,1290,2024-01-08,31.14
585,1290,2024-01-24,50.45
586,1291,2024-02-19,77.34
587,1291,2024-01-30,89.66
588,1292,2024-03-03,68.11
589,1303,2024-02-18,48.68
590,1306,2024-02-13,60.58
591,1308,2024-02-12,177.57
592,1310,2024-01-23,163.66
593,1312,2024-02-08,56.22
594,1314,2024-03-02,74.38
595,1314,2024-02-27,48.22
596,1315,2024-01-18,152.38
597,1318,2024-03-01,12.83
598,1319,2024-02-12,53.09
599,1327,2024-03-06,164.25
600,1330,2024-01-30,44.47
601,1334,2024-02-26,202.75
602,1334,2024-02-04,115.88
603,1335,2024-03-10,41.49
604,1338,2024-02-20,35.03
605,1340,2024-03-05,70.92
606,1341,2024-02-27,244.51
607,1346,2024-01-27,56.35
608,1349,2024-02-14,91.46
609,1351,2024-02-10,66.7
610,1351,2024-02-06,344.61
611,1352,2024-02-09,187.09
612,1356,2024-02-29,235.2
613,1358,2024-02-15,186.76
614,1360,2024-01-15,154.28
615,1361,2024-02-23,126.55
616,1361,2024-02-26,92.3
617,1361,2024-03-14,31.54
618,1362,2024-02-16,142.19
619,1365,2024-02-12,80.61
620,1370,2024-03-20,62.07
621,1375,2024-02-23,137.35
622,1377,2024-01-31,103.32
623,1378,2024-01-30,179.19
624,1379,2024-03-28,148.45
625,1380,2024-02-22,176.63
626,1381,2024-02-04,97.21
627,1386,2024-01-24,14.77
628,1386,2024-01-13,248.05
629,1393,2024-02-04,158.4
630,1394,2024-02-20,218.42
631,1395,2024-02-12,36.91
632,1396,2024-02-13,86.97
633,1403,2024-02-25,50.87
634,1406,2024-02-08,145.2
635,1408,2024-02-28,66.61
636,1410,2024-03-14,188.54
637,1419,2024-03-03,126.76
638,1434,2024-02-22,123.17
639,1435,2024-01-31,146.45
640,1435,2024-02-04,112.79
641,1436,2024-02-26,14.9
642,1436,2024-03-17,136.34
643,1438,2024-02-28,27.83
644,1439,2024-01-10,209.81
645,1441,2024-02-20,133.83
646,1441,2024-01-31,59.04
647,1442,2024-02-14,3.21
648,1442,2024-02-14,90.52
649,1442,2024-03-13,25.47
650,1442,2024-03-05,70.07
651,1443,2024-01-13,74.31
652,1448,2024-01-19,89.18
653,1448,2024-01-05,106.29
654,1452,2024-03-07,56.83
655,1459,2024-03-20,78.42
656,1461,2024-01-28,70.5
657,1462,2024-02-28,211.92
658,1463,2024-02-27,274.14
659,1463,2024-03-01,107.82
660,1467,2024-02-21,127.05
661,1469,2024-02-11,117.07
662,1472,2024-03-12,33.55
663,1476,2024-03-06,107.71
664,1479,2024-02-22,115.67
665,1485,2024-03-19,173.62
666,1485,2024-03-22,151.34
667,1487,2024-02-25,139.15
668,1488,2024-03-07,131.49
669,1489,2024-01-19,157.55
670,1489,2024-01-11,36.25
671,1490,2024-03-11,93.34
672,1490,2024-03-10,139.39
673,1492,2024-02-29,128.52
674,1493,2024-02-21,203.98
675,1494,2024-02-10,102.42
676,1495,2024-03-02,10.5
677,1496,2024-01-26,58.54
678,1496,2024-02-06,120.87
679,1497,2024-02-16,66.23
680,1503,2024-03-12,181.65
681,1503,2024-03-01,98.29
682,1504,2024-02-01,29.81
683,1508,2024-01-08,195.57
684,1508,2024-01-19,138.05
685,1513,2024-02-23,147.62
686,1514,2024-03-12,74.23
687,1514,2024-03-24,188.02
688,1516,2024-03-01,103.12
689,1517,2024-01-22,88.16
690,1524,2024-02-19,59.17
691,1527,2024-01-27,54.37
692,1528,2024-03-16,105.89
693,1532,2024-02-20,54.25
694,1532,2024-02-27,98.43
695,1532,2024-03-20,31.05
696,1536,2024-03-13,40.39
697,1536,2024-03-17,38.78
698,1536,2024-03-23,81.49
699,1537,2024-02-10,95.25
700,1537,2024-02-15,71.13
701,1537,2024-02-14,209.0
702,1537,2024-02-07,93.03
703,1538,2024-02-14,119.95
704,1539,2024-02-09,21.13
705,1540,2024-01-07,65.64
706,1540,2024-01-23,76.78
707,1542,2024-02-18,15.03
708,1547,2024-02-01,54.51
709,1549,2024-01-28,108.36
710,1550,2024-01-10,54.44
711,1550,2024-02-03,71.06
712,1551,2024-02-29,28.71
713,1553,2024-02-12,46.6
714,1554,2024-03-10,58.79
715,1556,2024-03-13,65.43
716,1560,2024-02-02,32.45
717,1564,2024-03-18,106.46
718,1564,2024-03-23,59.5
719,1565,2024-02-15,37.44
720,1565,2024-02-12,10.76
721,1574,2024-02-03,76.46
722,1575,2024-03-03,12.21
723,1577,2024-02-29,354.54
724,1579,2024-02-01,115.47
725,1579,2024-02-06,84.99
726,1582,2024-02-07,76.01
727,1585,2024-03-08,193.12
728,1587,2024-02-11,46.36
729,1589,2024-02-22,162.9
730,1591,2024-03-06,57.17
731,1591,2024-03-15,73.79
732,1593,2024-02-04,155.9
733,1593,2024-03-01,93.1
734,1598,2024-02-21,94.62
735,1599,2024-03-02,81.49
736,1602,2024-03-15,195.92
737,1603,2024-01-24,259.09
738,1607,2024-01-27,100.13
739,1608,2024-03-13,214.47
740,1608,2024-02-20,104.26
741,1610,2024-02-11,63.28
742,1611,2024-02-17,54.72
743,1614,2024-03-02,110.93
744,1618,2024-01-16,164.53
745,1618,2024-01-12,30.09
746,1619,2024-03-06,60.89
747,1619,2024-03-03,34.59
748,1623,2024-01-24,239.09
749,1630,2024-02-02,58.01
750,1636,2024-02-01,142.49
751,1637,2024-03-09,103.71
752,1637,2024-03-07,72.45
753,1642,2024-02-10,223.64
754,1642,2024-02-18,99.7
755,1643,2024-01-28,98.22
756,1645,2024-02-16,24.79
757,1649,2024-02-27,62.4
758,1650,2024-03-05,38.02
759,1651,2024-03-11,80.74
760,1658,2024-02-29,56.39
761,1662,2024-03-13,23.81
762,1663,2024-01-15,89.32
763,1664,2024-02-12,105.29
764,1665,2024-01-21,38.69
765,1666,2024-01-24,64.23
766,1668,2024-02-21,5.46
767,1668,2024-03-14,216.21
768,1672,2024-01-18,69.08
769,1672,2024-01-03,58.99
770,1675,2024-02-18,29.01
771,1680,2024-02-22,119.08
772,1683,2024-02-04,88.27
773,1683,2024-02-04,70.25
774,1684,2024-02-13,111.31
775,1684,2024-02-03,185.86
776,1685,2024-02-04,95.98
777,1685,2024-02-09,86.75
778,1691,2024-01-31,125.89
779,1692,2024-01-31,86.48
780,1698,2024-03-29,38.3
781,1701,2024-03-04,46.21
782,1702,2024-01-31,99.8
783,1703,2024-03-14,65.08
784,1711,2024-02-19,231.41
785,1712,2024-02-23,220.61
786,1712,2024-02-01,37.73
787,1714,2024-03-06,50.21
788,1716,2024-03-09,48.36
789,1717,2024-02-16,70.65
790,1718,2024-03-05,68.89
791,1721,2024-03-24,79.85
792,1721,2024-02-28,31.99
793,1722,2024-03-18,109.07
794,1722,2024-03-17,142.48
795,1725,2024-01-29,250.92
796,1730,2024-02-05,9.68
797,1736,2024-02-27,75.46
798,1737,2024-02-08,73.01
799,1742,2024-01-11,56.49
800,1746,2024-02-17,268.57
801,1746,2024-02-13,68.53
802,1747,2024-03-19,158.18
803,1749,2024-03-09,27.33
804,1750,2024-02-04,54.57
805,1754,2024-01-14,153.96
806,1754,2024-01-14,131.19
807,1755,2024-03-08,62.77
808,1757,2024-02-04,82.08
809,1760,2024-03-23,117.8
810,1761,2024-02-21,105.57
811,1761,2024-03-04,19.44
812,1762,2024-02-13,57.81
813,1763,2024-02-21,35.61
814,1776,2024-02-03,42.12
815,1778,2024-03-06,28.83
816,1781,2024-03-10,314.07
817,1781,2024-02-29,46.93
818,1785,2024-02-01,113.24
819,1786,2024-01-12,179.19
820,1786,2024-02-04,238.9
821,1786,2024-02-02,19.8
822,1788,2024-03-18,54.63
823,1790,2024-02-04,177.01
824,1792,2024-01-29,91.55
825,1796,2024-01-02,142.94
826,1798,2024-03-07,48.5
827,1799,2024-01-24,186.39
828,1804,2024-02-22,149.41
829,1805,2024-03-23,13.42
830,1811,2024-03-01,41.2
831,1816,2024-02-18,55.27
832,1822,2024-02-04,30.94
833,1822,2024-02-28,8.36
834,1823,2024-02-12,171.68
835,1825,2024-02-09,28.37
836,1826,2024-03-20,36.97
837,1829,2024-02-05,59.81
838,1832,2024-01-24,8.8
839,1833,2024-02-10,56.09
840,1835,2024-02-02,58.52
841,1835,2024-01-30,130.9
842,1836,2024-02-27,103.81
843,1836,2024-02-26,133.17
844,1838,2024-01-27,43.81
845,1839,2024-02-16,143.85
846,1840,2024-02-08,92.82
847,1841,2024-03-03,17.29
848,1848,2024-03-11,85.21
849,1852,2024-02-10,59.79
850,1853,2024-02-21,91.81
851,1858,2024-03-05,166.03
852,1861,2024-02-29,33.57
853,1861,2024-02-29,25.78
854,1862,2024-02-15,17.25
855,1863,2024-03-27,29.67
856,1863,2024-02-29,47.59
857,1866,2024-03-03,221.24
858,1866,2024-02-29,315.81
859,1870,2024-02-18,12.92
860,1876,2024-03-25,54.69
861,1877,2024-01-20,40.51
862,1877,2024-02-18,148.01
863,1883,2024-02-24,52.32
864,1884,2024-02-27,71.63
865,1888,2024-03-15,164.01
866,1893,2024-03-02,69.03
867,1896,2024-03-03,92.2
868,1897,2024-01-20,127.11
869,1901,2024-02-06,60.63
870,1904,2024-01-12,103.46
871,1911,2024-03-12,23.97
872,1915,2024-01-23,152.93
873,1916,2024-01-28,211.86
874,1920,2024-02-23,31.91
875,1922,2024-03-25,40.55
876,1924,2024-02-22,26.49
877,1928,2024-02-09,119.43
878,1931,2024-01-25,87.16
879,1935,2024-02-19,92.18
880,1938,2024-02-23,172.19
881,1947,2024-02-09,93.69
882,1956,2024-03-10,83.15
883,1963,2024-03-01,14.48
884,1964,2024-03-29,117.18
885,1964,2024-03-19,115.04
886,1966,2024-02-06,65.78
887,1972,2024-03-11,78.95
888,1974,2024-02-28,152.64
889,1974,2024-02-08,114.62
890,1980,2024-02-04,69.8
891,1982,2024-02-03,217.9
892,1986,2024-03-05,55.27
893,1989,2024-02-24,127.95
894,1990,2024-02-03,160.36
895,1991,2024-02-14,95.41
896,1993,2024-02-15,103.75
897,1994,2024-02-02,73.66
898,1995,2024-02-08,21.42
899,1998,2024-02-09,134.37
900,2000,2024-03-14,48.74
901,2002,2024-02-20,60.46
902,2002,2024-02-25,193.58
